full_name;cas_no;ec_no;inchikey;canonical_smiles;dashboard_dtxsid;pubchem_cid;promisces_id;norman_susdat_id;uba_list;dtu_list_dk;UBA_cat;quality_UBA_cat;EC_cat;pfas_cs1_dwtp_route_a;pfas_cs1_urban_route_a;pfas_cs2_route_a;pfas_cs3_route_b;pfas_cs4_sofia_route_c;pfas_cs4_univpm_route_c;pfas_cs5_route_d;pfas_cs6_route_e;pfas_cs7_route_e;pfas_wwtp_network_wp3;ipmt_cs1_dwtp_route_a;ipmt_cs1_urban_route_a;ipmt_cs2_route_a;ipmt_cs3_route_b;ipmt_cs4_sofia_route_c;ipmt_cs4_univpm_route_c;ipmt_cs5_route_d;ipmt_cs7_route_e;promisces_CS;pro_workers_widespread;registered_consumer_use;article_serv_life_echa;uses;industry_uses;consumer_use;process_cat_1;process_cat_2;process_cat_3;process_cat_10;process_cat_11;process_cat_13;process_cat_15;process_cat_17;process_cat_18;process_cat_19;erc_2;erc_5;erc_8a;erc_8b;erc_8c;erc_8d;erc_8e;erc_8f;erc_9a;erc_9b;erc_10a;erc_10b;erc_11a;erc_11b;erc_12b;pNEC_type;average_mass;logKow_exp;logKow_pred;logKoa_exp;logKoa_pred;solubility_exp;solubility_pred;log_Koc_pred_dashboard;log_Koc_pred_episuite;bhl_pred;hl_pred_freshwater;bcf_pred;P_hl_exp_freshwater;P_hl_exp_soil;P_hl_exp_sediments;M_logKoc_UBA;M_Dow_min_UBA;pNEC_freshwater;T_score_predicted_rivm;kemi_score;E_score_min;E_score_max;tonnage_band;min_tonnage;max_tonnage;PC0;PC1;PC2;PC3;PC4;PC7;PC8;PC9a;PC9b;PC9c;PC11;PC12;PC13;PC14;PC15;PC16;PC17;PC18;PC19;PC20;PC21;PC23;PC24;PC25;PC26;PC27;PC28;PC29;PC30;PC31;PC32;PC33;PC34;PC35;PC36;PC37;PC38;PC39;PC40;PC41;PC42;SU0;SU1;SU2a;SU2b;SU4;SU5;SU6a;SU6b;SU7;SU8;SU9;SU10;SU11;SU12;SU13;SU14;SU15;SU16;SU17;SU18;SU19;SU20;SU23;SU24;P_score_freshwater_pred_UBA;P_score_freshwater_pred_RIVM;P_score_freshwater_pred_Dashboard;P_score_soil_exp_UBA;P_score_sediment_exp_UBA;M_score_exp_UBA;M_score_pred_Episuite;M_score_pred_Dashboard;T_score_clp_harmonised;T_score_carcinogenicity_atp18;T_score_mutagenicity_atp18;T_score_reprotoxicity_atp18;T_score_ed_lists_(jan2023);pnoec_fish;reliability_pnoec_fish;adi_pnoec_fish;pnoec_daphnia;reliability_pnoec_daphnia;adi_pnoec_daphnia;pnoec_algae;reliability_pnoec_algae;adi_pnoec_algae;pNEC_score;pNOEC_daphnia_score;pNOEC_fish_score;pNOEC_algae_score;T_score_ecotox;P_robust_score;P_robust_value;P_conservative_score;P_conservative_value;P_average_value;M_robust_score;M_robust_value;M_conservative_score;M_conservative_value;M_average_value;E_robust_score;E_robust_value;PM_conservative_score;robustness;PM_robust_score;PM_robust_robustness;PM_average_score;PM_average_robustness;T_score_score;T_score_robustness;PMT_conservative_score;PMT_conservative_robustness;PMT_robust_score;PMT_robust_robustness;PMT_average_score;PMT_average_robustness;cluster labels;conservative_classification;robust_classification;average_classification;priority_group;functional_groups;chemical_class
Bis(2-(2-methoxyethoxy)ethyl) ether;143-24-8;205-594-7;ZUHZGEOKBKGPSW-UHFFFAOYSA-N;COCCOCCOCCOCCOC;DTXSID7044396;89250;PRO-228;NS00010103;REACH-A;CERT;vPvM & PMT;HQ;vPvM & PMT;FALS;FALS;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;FALS;CERT;Vehicle -> engine maintenance -> auto fluids and additives;"Absorbent; Processing aids, not otherwise listed; Solids separation (precipitating) agent, not otherwise specified; Solvent";Solvent;CERT;CERT;CERT;FALS;FALS;FALS;CERT;CERT;CERT;FALS;CERT;FALS;CERT;FALS;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;PNEC aqua (freshwater);222281;;-791;;635;;179;2320146286;-976;1,97831E+13;2971740493;363;12890;;;15;;320000;81;71;24;0;>100 tonnes;1000;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9,94746E+14;2,31276E+14;9,97467E+12;;;5,85786E+14;8,10605E+14;4,44749E+14;CERT;0;0;75;0;6370;low ;681;76000;low ;7;25800;low ;7;1,09311E+14;2,02169E+14;5,71009E+14;3,19343E+14;2,20006E+14;;;P_score_freshwater_pred_Dashboard;9,97467E+12;7,41163E+13;M_score_exp_UBA;5,85786E+14;M_score_pred_Episuite;8,10605E+14;6,13714E+14;kemi_score;71;8,99195E+14;10;5,85786E+14;5;6,74434E+13;10;1,33493E+14;10;3,46463E+14;10;2,18551E+14;75;3,00054E+14;10;20;vPvM;PM;PM;4;Ether, Methoxy, Unbrch Alkane;['Ethylene Glycols']
Bis(2-chloroethyl) ether;111-44-4;203-870-1;ZNSMNVMLTJELDZ-UHFFFAOYSA-N;C(CCl)OCCCl;DTXSID9020168;81150;PRO-229;NS00003159;REACH-A;FALS;vPvM & PMT;MQ;vPvM & PMT;FALS;FALS;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;;"Intermediate; Intermediates; Paint additives and coating additives not described by other categories; Surface active agents";Paint additives and coating additives not described by other categories;CERT;CERT;CERT;FALS;FALS;FALS;CERT;FALS;FALS;FALS;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;P-PNEC pred;14301;129;139;;38;985;766;1880241776;1548;3,48133E+13;3878451984;100;880;;;19;;1781606;58;64;18;27;>100 to < 1000 tonnes;1000;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6,58075E+14;3,21715E+14;2,8281E+14;;;5,17322E+14;5,77691E+14;5,20741E+14;CERT;5;0;0;0;45700;low ;654;14700;;10;297000;;10;2,2256E+14;4,04143E+14;2,5089E+14;1,1287E+14;2,26383E+14;;;P_score_freshwater_pred_UBA;6,58075E+14;4,20867E+14;M_score_exp_UBA;5,17322E+14;M_score_pred_Episuite;5,77691E+14;5,38585E+14;kemi_score;64;6,16575E+14;10;5,17322E+14;5;4,76101E+14;10;3,62356E+13;10;4,72673E+14;10;4,08016E+14;75;4,15353E+14;10;0;PM;PM;PM;2;Alkyl Halide, Ether, Halogen, Unbrch Alkane;['Chlorinated alkane', 'Ethylene Glycols']
Bis(2-dimethylaminoethyl)(methyl)amine;3030-47-5;221-201-1;UKODFQOELJFMII-UHFFFAOYSA-N;CN(C)CCN(C)CCN(C)C;DTXSID7029249;181960;PRO-230;NS00004531;REACH-A;CERT;vPvM;HQ;vPvM;FALS;FALS;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;catalyst;"Catalyst; Intermediates; Other (specify); Process regulators; Propellants and blowing agents";"Catalyst; Not Known or Reasonably Ascertainable";CERT;CERT;CERT;CERT;CERT;CERT;CERT;FALS;FALS;CERT;CERT;CERT;FALS;FALS;CERT;FALS;FALS;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;P-PNEC pred;173304;;114;;461;;214;2369215857;4137;1,75008E+14;9821918107;263;25000;;;;-72;222327;75;69;35;46;>1000 to < 10000 tonnes;10000;100000;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;0;9,98301E+13;6,99001E+14;9,99939E+14;;;;7,50174E+14;4,36367E+14;CERT;0;0;0;0;2,01E+14;low ;608;83100;moderate ;85;33300;;10;2,06363E+14;1,94627E+14;3,54617E+14;2,86803E+13;2,11879E+14;;;P_score_freshwater_pred_Dashboard;9,99939E+14;8,9908E+14;;;M_score_pred_Episuite;7,50174E+14;5,9327E+14;kemi_score;69;8,66099E+14;10;;;7,30341E+14;10;3,98634E+14;10;5,87585E+14;10;3,98634E+14;5;5,39573E+14;10;20;vPvM;;vPvM;1;Nh0, Ndealkylation1;['Other']
Bis(2-ethylhexyl) amine;106-20-7;203-372-4;SAIKULLUBZKPDA-UHFFFAOYSA-N;CCCCC(CC)CNCC(CC)CCCC;DTXSID7025053;77910;PRO-231;NS00010732;;CERT;;;;FALS;FALS;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;FALS;FALS;CERT;CERT;FALS;FALS;;"Corrosion inhibitors and anti-scaling agents; Intermediate; Intermediates";;CERT;CERT;CERT;FALS;FALS;FALS;CERT;CERT;CERT;FALS;CERT;FALS;CERT;FALS;FALS;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;;241463;;65;;851;;11;3670245853;27898;1,49905E+14;9301807321;6610;;;;;;5,20776E+14;37;59;23;35;>100 to < 1000 tonnes;1000;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3,9667E+14;8,27116E+14;;;;3,66457E+14;2,39081E+14;FALS;0;0;0;0;339;low ;555;1413;moderate ;85;1361;low ;7;5,70367E+14;1,04318E+14;1,77964E+14;1,05849E+14;5,85353E+13;;;P_score_freshwater_pred_Dashboard;8,27116E+14;4,33391E+12;;;M_score_pred_Episuite;3,66457E+14;3,02769E+14;kemi_score;59;5,50547E+14;10;;;3,62239E+14;10;4,65382E+14;10;5,06177E+14;10;4,65382E+14;5;4,10585E+14;10;10;PM;;PM;2;Nh1;['Other']
Bis(2-methoxyethyl) ether;111-96-6;203-924-4;SBZXBUIDTXKZTM-UHFFFAOYSA-N;COCCOCCOC;DTXSID1024621;81500;PRO-232;NS00000296;REACH-C;CERT;vPvM & PMT;MQ;vPvM & PMT;FALS;FALS;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;"solvent; solvent";"Monomers; Not Known or Reasonably Ascertainable; Processing aids, not otherwise listed; Solvent; Solvents (which become part of product formulation or mixture)";"Monomers; Not Known or Reasonably Ascertainable";CERT;CERT;CERT;FALS;FALS;FALS;CERT;FALS;FALS;FALS;CERT;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;P-PNEC pred;134175;-36;-455;;396;745;388;142975228;4542;4,78186E+13;1965156421;20;380;;;12;;43629729;74;83;23;34;>100 to < 1000 tonnes;1000;10000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;3,1414E+14;1,2919E+14;9,72033E+14;;;6,35183E+14;7,44876E+14;5,9755E+14;CERT;0;0;75;0;30000;low ;7;121800;low ;7;51800;low ;7;6,66216E+14;1,65343E+14;2,99703E+14;2,37919E+14;7,21044E+14;;;P_score_freshwater_pred_Dashboard;9,72033E+14;4,71788E+14;M_score_exp_UBA;6,35183E+14;M_score_pred_Episuite;7,44876E+14;6,59203E+14;kemi_score;83;8,50908E+14;10;6,35183E+14;5;5,57677E+14;10;2,30992E+14;10;4,43343E+14;10;3,23617E+14;75;3,58914E+14;10;20;vPvM;PM;PM;2;Ether, Methoxy, Unbrch Alkane;['Ethylene Glycols']
Bis(4-chlorophenyl) sulphone;80-07-9;201-247-9;GPAPPPVRLPGFEQ-UHFFFAOYSA-N;c1cc(ccc1S(=O)(=O)c1ccc(cc1)Cl)Cl;DTXSID9024986;66250;PRO-233;NS00003990;REACH-A;FALS;PMT;HQ;Not PMT/vPvM;FALS;FALS;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;;"Intermediates; Monomers; Process regulators; Processing aids, not otherwise listed";;CERT;CERT;CERT;FALS;FALS;FALS;CERT;FALS;FALS;CERT;FALS;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;P-PNEC pred;28715;;38;;895;;0,00607;3380211242;31062;7,31304E+14;8087452301;3630;;;12870;35;;218921;32;57;34;45;>1000 to < 10000 tonnes;10000;100000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;;6,24896E+14;9,99995E+14;;9,66522E+14;2,61204E+14;3,17181E+13;2,77541E+14;FALS;0;0;0;0;482;low ;409;219;low ;7;3785;low ;476;4,1574E+14;2,07437E+14;1,56692E+14;7,05635E+14;4,33683E+14;P_score_sediment_exp_UBA;9,66522E+14;P_score_freshwater_pred_Dashboard;9,99995E+14;8,63804E+14;M_score_exp_UBA;2,61204E+14;M_score_pred_Episuite;3,17181E+13;2,85309E+14;kemi_score;57;5,63186E+14;10;5,02453E+14;10;4,96438E+14;10;3,7253E+14;10;4,58043E+14;10;4,32642E+14;10;4,30044E+14;10;10;PM;PM;PM;2;Benzene, Halogen, Sulfone;['Chlorobenzenes', 'PBB', 'PCB']
Bis(4-fluorophenyl) ketone;345-92-6;206-466-3;LSQARZALBDFYQZ-UHFFFAOYSA-N;c1cc(ccc1C(=O)c1ccc(cc1)F)F;DTXSID30188062;95820;PRO-234;NS00011109;REACH-A;CERT;PMT;HQ;Potential PMT/vPvM;FALS;FALS;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;;;;FALS;FALS;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;P-PNEC pred;218203;;341;;725;;0,00657;2640481437;30843;8,73567E+14;1371648681;389;13690;;;;34;504998;32;33;19;26;>1000 to < 10000 tonnes;10000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9,95258E+14;8,04316E+13;6,55248E+14;;;;3,20477E+13;3,90801E+14;FALS;0;0;0;0;1,284E+14;low ;334;1337;low ;281;2,966E+14;moderate ;85;3,31083E+14;1,06583E+14;1,08267E+13;7,78323E+14;3,45278E+14;;;P_score_freshwater_pred_UBA;9,95258E+14;8,18274E+14;;;M_score_pred_Dashboard;3,90801E+14;3,55639E+14;kemi_score;33;6,23656E+13;10;;;5,39453E+14;10;3,32399E+14;10;4,55305E+14;10;3,32399E+14;5;4,23454E+14;10;0;PM;;PM;1;C O, C O Nocoo, Benzene, Halogen, Ketone;['Chlorobenzenes', 'Benzophenones', 'PBB', 'PCB']
Bis(?,?-dimethylbenzyl) peroxide;80-43-3;201-279-3;XMNIXWIUMCBBBL-UHFFFAOYSA-N;CC(C)c1ccccc1OOc1ccccc1C(C)C;DTXSID1025017;66410;PRO-235;NS00005939;REACH-A;FALS;PMT;MQ;Not PMT/vPvM;FALS;FALS;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;"Construction and building materials; additive - non-reactive, ethylene/propylene/diene terpolymer (epdm)";"Chemical reaction regulator; Hardener; Intermediate; Intermediates; Monomers; Polymerization promoter; Processing aids not otherwise specified; Viscosity adjustors";;CERT;CERT;CERT;CERT;FALS;CERT;CERT;FALS;FALS;FALS;CERT;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;P-PNEC pred;270372;55;563;;861;0,000017;0,000016;3589949601;47731;7,31304E+14;7053758384;4170;1390;;;40;;4311;13;79;45;56;>1000 to < 10000 tonnes;10000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,07867E+14;5,68713E+14;9,99995E+14;;;2;1,2762E+14;2,49352E+14;CERT;0;0;75;0;143;low ;468;610;low ;523;711;low ;503;7,96639E+14;1,43646E+14;2,39516E+14;1,35654E+14;8,06186E+14;;;P_score_freshwater_pred_Dashboard;9,99995E+14;7,92192E+14;M_score_exp_UBA;2;M_score_pred_Dashboard;2,49352E+14;1,92324E+14;kemi_score;79;4,99351E+14;10;2;5;3,9033E+14;10;3,23735E+14;10;4,02066E+14;10;2,75721E+14;75;3,55476E+14;10;10;PM;;PM;2;Benzene, Para Hydroxylation;['Other']
Bis[hydrogen [4-[4-(diethylamino)-5'-hydroxy-2',4'-disulphonatobenzhydrylidene]cyclohexa-2,5-dien-1-ylidene]diethylammonium], calcium salt;3536-49-0;222-573-8;;CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=CC(=C(C=C3S(=O)(=O)O)S(=O)(=O)O)O;DTXSID00873918;770730;PRO-236;;REACH-B;FALS;vPvM;HQ;vPvM;FALS;FALS;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;CERT;CERT;"colourant; cosmetic colorant; dye; dye; hair dyeing";;;CERT;CERT;CERT;CERT;CERT;CERT;CERT;FALS;FALS;CERT;CERT;CERT;CERT;FALS;CERT;CERT;FALS;CERT;FALS;FALS;FALS;FALS;CERT;FALS;FALS;P-PNEC pred;115942;;203;;949;;162;4710117365;201;5,3897E+14;9974461605;389;6840;;;;-24;5679;;71;4;14;>1 to < 10 tonnes;10;100;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;1;1;0;1;0;1;0;1;0;0;0;9,84637E+13;7,04515E+14;1E+15;;;;7,97762E+14;1,3256E+14;FALS;0;0;0;0;3556;low ;0;3205;low ;188;18700;low ;248;7,7656E+14;7,54506E+14;7,23619E+13;3,65499E+14;7,79729E+14;;;P_score_freshwater_pred_Dashboard;1E+15;8,96384E+14;;;M_score_pred_Episuite;7,97762E+14;4,65161E+14;kemi_score;71;8,93175E+14;10;;;6,45726E+14;10;7,79729E+14;5;8,53635E+14;75;7,79729E+14;25;6,87617E+14;75;10;vPvM(T);(T);PM(T);4;Ar Oh, Nh0, Allylic Oxid, Aniline, Benzene, Phenol, Phenol Noorthohbond;['Alkylphenols', 'Aromatic amines', 'Phenols', 'Styrenes', 'Terpenoid']
Bisphenol A;80-05-7;201-245-8;IISBACLAFKSPIT-UHFFFAOYSA-N;CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O;DTXSID7020182;66230;PRO-237;NS00008865;;FALS;;;;FALS;FALS;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;CERT;CERT;"Construction and building materials; Furniture and furnishings; Home maintenance -> adhesives and adhesive removers; Home maintenance -> adhesives and adhesive removers -> multipurpose adhesive; Home maintenance -> caulk/sealant; Home maintenance -> surface sealers; binder; binder; catalyst; epoxy hardener, curing agent; fire retardant; hardener; monom er, epichlorohydrin-bisphenol a resin; monomer, bisphenol a-epichlorohydrin acrylate; monomer, epichlorohydrin bisphenol a resin; monomer, epichlorohydrin-bisphenol a resin; monomer, polycarbonate; not reported; plastic component; resin amide";;;CERT;CERT;CERT;CERT;CERT;CERT;CERT;FALS;FALS;FALS;CERT;CERT;FALS;FALS;CERT;FALS;FALS;CERT;FALS;FALS;FALS;FALS;CERT;FALS;FALS;;228291;332;35;;838;855;781;3161368002;30952;3,61282E+14;340192118;437;;;;;;24;32;84;78;1;>1000000 tonnes;10000000;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;0;1;1;0;1;0;0;1;;2,74879E+14;1E+15;;;;3,18834E+14;3,08957E+14;CERT;0;0;75;0;442;low ;505;6405;;85;2529;;10;6,50171E+14;5,69729E+14;1,61729E+14;8,29481E+14;6,6126E+14;;;P_score_freshwater_pred_Dashboard;1E+15;6,37439E+14;;;M_score_pred_Episuite;3,18834E+14;3,13896E+14;kemi_score;84;5,64654E+14;10;;;4,47314E+13;10;4,60003E+14;10;5,0965E+14;10;4,60003E+14;5;4,53614E+14;10;10;PM;;PM;1;Ar Oh, Benzene, Phenol, Phenol Noorthohbond;['Alkylphenols', 'Phenols']
Butanamide, 2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[3-oxo-, N,N'-bis(4-chloro-2,5-dimethoxyphenyl and 2,4-xylyl) derivs.;90268-24-9;290-824-9;CTCGHGAGCLXAHB-UHFFFAOYSA-N;CC1=CC(=C(C=C1)NC(=O)C(C(=O)C)N=NC2=C(C=C(C=C2)C3=CC(=C(C=C3)N=NC(C(=O)C)C(=O)NC4=CC(=C(C=C4OC)Cl)OC)Cl)Cl)C;DTXSID70894655;441530970;PRO-238;NS00076477;REACH-A;FALS;vPvM;HQ;vPvM;FALS;FALS;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;CERT;CERT;;Pigment;;FALS;FALS;CERT;CERT;CERT;CERT;CERT;FALS;FALS;CERT;CERT;CERT;CERT;FALS;CERT;CERT;FALS;CERT;FALS;FALS;FALS;FALS;CERT;FALS;FALS;P-PNEC;;;19;;692;;122;1459392488;67148;6,06324E+14;6568689832;49;128940;;;;13;1085801;;;14;26;>10 to < 100 tonnes;100;1000;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;9,99897E+14;9,99674E+13;9,99626E+14;;;;3,66837E+14;5,92599E+14;FALS;0;0;0;0;2774;low ;0;10300;low ;0;6200;low ;0;9,50933E+14;4,68493E+13;7,99441E+14;5,77367E+14;9,51702E+14;;;P_score_freshwater_pred_UBA;9,99897E+14;9,99732E+14;;;M_score_pred_Dashboard;5,92599E+14;3,14641E+13;E_score_max;26;7,69765E+14;10;;;5,60854E+14;10;9,51702E+14;5;8,26176E+14;75;9,51702E+14;25;6,6896E+14;75;0;vPvM(T);(T);PM(T);1;C O, C O Nocoo, Nh0, Nh1, Amide, Aniline, Aryl Methyl, Azo, Benzene, Ether, Halogen, Ketone, Ketone Topliss, Methoxy;['Chlorobenzenes', 'Ethylene Glycols', 'Benzophenones', 'PAHs', 'PBB', 'PBDE', 'PCB', 'PhenylEthers']
caprolactam;105-60-2;203-313-2;JBKVHLHDHHXQEQ-UHFFFAOYSA-N;C1CCC(=O)NCC1;DTXSID4020240;77680;PRO-239;NS00008125;;CERT;;;;FALS;FALS;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;FALS;FALS;CERT;CERT;CERT;CERT;"Arts and crafts/office supplies -> general arts and crafts supplies -> arts and crafts adhesive; Construction and building materials; Electronics/small appliances -> computers and accessories/supplies -> printer ink; Furniture and furnishings; filler; filler; flavouring; impurity; monomer; not reported; residual";"Catalyst; Dye; Finishing agents; Intermediate; Intermediates; Monomers; Not Known or Reasonably Ascertainable; Other (specify); Paint additives and coating additives not described by other categories; Terminator/Blocker";"Agricultural chemicals (non-pesticidal); Catalyst; Dye; Finishing agents; Intermediate; Intermediates; Monomers; Not Known or Reasonably Ascertainable; Paint additives and coating additives not described by other categories";CERT;CERT;FALS;CERT;FALS;CERT;CERT;FALS;FALS;FALS;CERT;CERT;CERT;CERT;CERT;CERT;CERT;CERT;FALS;FALS;FALS;FALS;CERT;FALS;FALS;;11316;;-218;;629;;37;1399673721;12646;9,65441E+14;1896237495;214;;;;;;6744056;;81;78;9;>1000000 to < 10000000 tonnes;10000000;100000000;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;;1,22479E+14;6,92778E+14;;;;6,24746E+14;6,02553E+14;CERT;0;0;0;0;94300;low ;585;79000;moderate ;85;26400;moderate ;85;1,38367E+14;1,98865E+14;1,8442E+13;3,16271E+14;1,41481E+14;;;P_score_freshwater_pred_Dashboard;6,92778E+14;4,07628E+14;;;M_score_pred_Episuite;6,24746E+14;6,13649E+14;E_score_max;9;6,57883E+14;10;;;5,00141E+14;10;1,41481E+14;5;3,94154E+14;75;1,41481E+14;25;3,28318E+14;75;0;PM;;PM;1;C O, C O Nocoo, Nh1, Amide;['Other']
