;full_name;cas_no;ec_no;inchikey;canonical_smiles;dashboard_dtxsid;pubchem_cid;promisces_id;norman_susdat_id;uba_list;dtu_list_dk;UBA_cat;quality_UBA_cat;EC_cat;pfas_cs1_dwtp_route_a;pfas_cs1_urban_route_a;pfas_cs2_route_a;pfas_cs3_route_b;pfas_cs4_sofia_route_c;pfas_cs4_univpm_route_c;pfas_cs5_route_d;pfas_cs6_route_e;pfas_cs7_route_e;pfas_wwtp_network_wp3;ipmt_cs1_dwtp_route_a;ipmt_cs1_urban_route_a;ipmt_cs2_route_a;ipmt_cs3_route_b;ipmt_cs4_sofia_route_c;ipmt_cs4_univpm_route_c;ipmt_cs5_route_d;ipmt_cs7_route_e;promisces_CS;pro_workers_widespread;registered_consumer_use;article_serv_life_echa;uses;industry_uses;consumer_use;process_cat_1;process_cat_2;process_cat_3;process_cat_10;process_cat_11;process_cat_13;process_cat_15;process_cat_17;process_cat_18;process_cat_19;erc_2;erc_5;erc_8a;erc_8b;erc_8c;erc_8d;erc_8e;erc_8f;erc_9a;erc_9b;erc_10a;erc_10b;erc_11a;erc_11b;erc_12b;pNEC_type;average_mass;logKow_exp;logKow_pred;logKoa_exp;logKoa_pred;solubility_exp;solubility_pred;log_Koc_pred_dashboard;log_Koc_pred_episuite;bhl_pred;hl_pred_freshwater;bcf_pred;P_hl_exp_freshwater;P_hl_exp_soil;P_hl_exp_sediments;M_logKoc_UBA;M_Dow_min_UBA;pNEC_freshwater;T_score_predicted_rivm;kemi_score;E_score_min;E_score_max;tonnage_band;min_tonnage;max_tonnage;PC0;PC1;PC2;PC3;PC4;PC7;PC8;PC9a;PC9b;PC9c;PC11;PC12;PC13;PC14;PC15;PC16;PC17;PC18;PC19;PC20;PC21;PC23;PC24;PC25;PC26;PC27;PC28;PC29;PC30;PC31;PC32;PC33;PC34;PC35;PC36;PC37;PC38;PC39;PC40;PC41;PC42;SU0;SU1;SU2a;SU2b;SU4;SU5;SU6a;SU6b;SU7;SU8;SU9;SU10;SU11;SU12;SU13;SU14;SU15;SU16;SU17;SU18;SU19;SU20;SU23;SU24;P_score_freshwater_pred_UBA;P_score_freshwater_pred_RIVM;P_score_freshwater_pred_Dashboard;P_score_soil_exp_UBA;P_score_sediment_exp_UBA;M_score_exp_UBA;M_score_pred_Episuite;M_score_pred_Dashboard;T_score_clp_harmonised;T_score_carcinogenicity_atp18;T_score_mutagenicity_atp18;T_score_reprotoxicity_atp18;T_score_ed_lists_(jan2023);pnoec_fish;reliability_pnoec_fish;adi_pnoec_fish;pnoec_daphnia;reliability_pnoec_daphnia;adi_pnoec_daphnia;pnoec_algae;reliability_pnoec_algae;adi_pnoec_algae;pNEC_score;pNOEC_daphnia_score;pNOEC_fish_score;pNOEC_algae_score;T_score_ecotox;P_robust_score;P_robust_value;P_conservative_score;P_conservative_value;P_average_value;M_robust_score;M_robust_value;M_conservative_score;M_conservative_value;M_average_value;E_robust_score;E_robust_value;PM_conservative_score;robustness;PM_robust_score;PM_robust_robustness;PM_average_score;PM_average_robustness;T_score_score;T_score_robustness;PMT_conservative_score;PMT_conservative_robustness;PMT_robust_score;PMT_robust_robustness;PMT_average_score;PMT_average_robustness;cluster labels;conservative_classification;robust_classification;average_classification;priority_group;functional_groups;chemical_class
240;Carboxymethyldimethyl-3-[[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)sulphonyl]amino]propylammonium hydroxide;34455-29-3;252-046-8;OKOCIUJVPQKDLL-UHFFFAOYSA-N;C[N+](C)(CCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CC(=O)[O-];DTXSID4041284;118691.0;PRO-241;NS00011051;REACH-A;False;vPvM;HQ;vPvM;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;;"Fire extinguishing agent; Surface active agents";;True;True;True;False;True;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;True;False;False;P-PNEC;570.37;;2.22;;8.76;;0.0273;4.720159303;1.8123;275.889383234782;1306.330732;10.5;4052.0;;;1.3;;1.88476801;0.53;0.56;0.26;0.39;>100 to < 1000 tonnes;100.0;1000.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0.999255106166658;0.994864231689314;0.931382676413354;;;0.618975738670119;0.532480128495635;0.13176175451998;False;0.0;0.0;0.0;0;285.6;low ;0.154;55.4;low ;0.0;4480.0;low ;0.0;0.431616745943179;0.148867677683643;0.0790184813566337;0.0253011669728959;0.440419651129744;;;P_score_freshwater_pred_UBA;0.999255106166658;0.975167338089775;M_score_exp_UBA;0.618975738670119;M_score_exp_UBA;0.618975738670119;0.427739207228578;kemi_score;0.56;0.78645703471925;1.0;0.618975738670119;0.5;0.645846192301018;1.0;0.483138091127955;1.0;0.616414917493412;1.0;0.524733423918904;0.75;0.558599048075247;1.0;1.0;vPvM;PM;PM;1;Al Coo, Coo, Coo2, C O, C O Nocoo, Nh0, Nh1, Ndealkylation1, Alkyl Halide, Halogen, Quatn, Sulfonamd, Unbrch Alkane;['Sulfonamides', 'Organotins', 'PFAS']
241;Chlorhexidine;55-56-1;200-238-7;GHXZTYHSJHQHIJ-UHFFFAOYSA-N;N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1;DTXSID2033314;88536661.0;PRO-242;;REACH-B;False;PMT;HQ;Not PMT/vPvM;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;P-PNEC pred;505.45;0.08;3.26;;9.6;0.00158;0.000696;4.309630167;2.5115;2614894114445690.0;209.0885783;27.5;2360.0;;;3.9;;0.0068;;0.63;0.0;0.0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.998125335454501;0.894180877836856;1.0;;;0.211321241071426;0.412280758653612;0.167853960032222;False;0.0;0.0;0.0;0;42.2;low ;0.229;261.6;low ;0.0;482.599999999999;low ;0.0;0.897291977822173;0.0818375809098879;0.164473520764702;0.0639488056911032;0.900602956825773;;;P_score_freshwater_pred_Dashboard;1.0;0.964102071097119;M_score_exp_UBA;0.211321241071426;M_score_pred_Episuite;0.412280758653612;0.26381865325242;kemi_score;0.63;0.642090927091804;1.0;0.211321241071426;0.5;0.504329366579729;1.0;0.900602956825773;0.5;0.718746062217037;0.75;0.436252833284803;0.5;0.611862675060278;0.75;1.0;PM(T);(T);PM(T);2;Nh1, Aniline, Benzene, Guanido, Halogen, Unbrch Alkane;['Aromatic amines', 'Chlorobenzenes', 'PBB', 'PCB']
242;Chlorobenzene;108-90-7;203-628-5;MVPPADPHJFYWMZ-UHFFFAOYSA-N;C1=CC=C(C=C1)Cl;DTXSID4020298;7964.0;PRO-243;NS00010206;REACH-A;True;vPvM;MQ;PM;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;"Home maintenance -> caulk/sealant; Raw materials; impurity; residual; solvent; solvents; unknown";"Functional fluids (closed systems); Intermediate; Intermediates; Laboratory chemicals; Monomers; Not Known or Reasonably Ascertainable; Paint additives and coating additives not described by other categories; Solvent";"Not Known or Reasonably Ascertainable; Paint additives and coating additives not described by other categories; Solvent";True;True;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;JG-MKN (opgelost);112.56;2.87;2.74;3.31;3.39;0.00431;0.00399;2.149219113;2.4644;149.904736149046;24.39330972;17.8;28.0;;;2.5;;32.0;0.42;0.88;0.38;0.48;>10000 to < 100000 tonnes;10000.0;100000.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0.213679536412558;0.176735812439917;0.827115886751682;;;0.414213562373095;0.420213369953065;0.474165325494938;True;0.0;0.0;0.0;0;562.4;;1.0;184.799999999999;;1.0;706.4;moderate ;0.85;0.181658678683053;0.0939184920050546;0.0600840911727556;0.0547304089763709;0.191295860416899;;;P_score_freshwater_pred_Dashboard;0.827115886751682;0.405843745201386;M_score_exp_UBA;0.414213562373095;M_score_pred_Dashboard;0.474165325494938;0.436197419273699;kemi_score;0.88;0.626250487954817;1.0;0.414213562373095;0.5;0.420746948040288;1.0;0.283450633047622;1.0;0.421320658474249;1.0;0.321657038493008;0.75;0.345341843359409;1.0;0.0;PM;PM;PM;2;Benzene, Halogen;['Chlorobenzenes', 'PBB']
243;Chloroethane;75-00-3;200-830-5;HRYZWHHZPQKTII-UHFFFAOYSA-N;CCCl;DTXSID1020302;6337.0;PRO-244;NS00019447;REACH-A;False;vPvM & PMT;MQ;vPvM & PMT;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;Construction and building materials;Intermediate;;True;True;True;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;P-PNEC pred;64.51;1.43;1.53;;2.19;0.093;0.0931;1.340444115;1.2407;639.061056569552;19.39259505;8.51;24.0;;;0.8;;16.25598;0.63;0.7;0.21;0.32;>100 to < 1000 tonnes;100.0;1000.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0.172728869564759;0.126660608037749;0.982776630059013;;;0.696730454977072;0.628621286528372;0.61234244147223;True;0.5;0.0;0.0;0;580.9;low ;0.633;1450.0;good ;1.0;5280.0;low ;0.7;0.229521833717177;0.0406456766981861;0.0592951802929099;0.0235998088346225;0.238476219506349;;;P_score_freshwater_pred_Dashboard;0.982776630059013;0.42738870255384;M_score_exp_UBA;0.696730454977072;M_score_exp_UBA;0.696730454977072;0.645898060992558;kemi_score;0.7;0.82748438571483;1.0;0.696730454977072;0.5;0.525404162782948;1.0;0.387608073044151;1.0;0.566338792791954;1.0;0.471284844594932;0.75;0.45127696053053;1.0;0.0;vPvM;PM;PM;2;Alkyl Halide, Halogen;['Chlorinated alkane']
244;Chloroethylene;75-01-4;200-831-0;BZHJMEDXRYGGRV-UHFFFAOYSA-N;C=CCl;DTXSID8021434;6338.0;PRO-245;NS00008276;REACH-C;False;vPvM & PMT;MQ;vPvM & PMT;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;"Home maintenance -> caulk/sealant; Home maintenance -> paint/stain and related products; Home maintenance -> paint/stain and related products -> paint; impurity; monomer; not reported; residual; vinyl residual";"Binder; Intermediate; Intermediates; Monomers; Other (specify)";"Binder; Intermediate; Intermediates; Other (specify)";True;True;True;True;True;False;True;False;False;False;True;True;False;False;True;False;False;True;True;False;False;False;True;False;False;EQS water (=AA-EQS);62.5;;1.56;;1.96;0.0923;0.0849;1.309630167;1.4056;1394.09397086645;19.22309767;8.51;24.0;;;0.9;;0.05;0.6;0.81;0.71;0.83;>1000000 to < 10000000 tonnes;1000000.0;10000000.0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0.172728869564759;0.125009810007607;0.995402037714342;;;0.681887999818259;0.601568946310957;0.61740020036551;True;1.0;0.0;0.0;0;645.4;low ;0.0;1530.0;moderate ;0.85;7920.0;low ;0.698;0.786008278591102;0.0397458929390408;0.0567953426068474;0.019865111885363;0.788390410285062;;;P_score_freshwater_pred_Dashboard;0.995402037714342;0.431046905762236;M_score_exp_UBA;0.681887999818259;M_score_exp_UBA;0.681887999818259;0.633619048831575;E_score_max;0.83;0.823864494023169;1.0;0.681887999818259;0.5;0.522608391083478;1.0;0.687774851365646;1.0;0.752750476534036;1.0;0.685806942168309;0.75;0.599530573448827;1.0;0.0;vPvM(T);PM(T);PM(T);1;Halogen;['Other']
245;Chloroform;67-66-3;200-663-8;HEDRZPFGACZZDS-UHFFFAOYSA-N;ClC(Cl)Cl;DTXSID1020306;6212.0;PRO-246;NS00007346;REACH-C;False;vPvM & PMT;MQ;PMT;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;"Cleaning products and household care -> laundry and fabric treatment -> laundry starch; disinfection by-products; solvent; solvent";"Intermediate; Intermediates; Laboratory chemicals; Solvent";;True;True;True;False;False;False;True;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;EQS chronic water (=AA-EQS);119.37;1.97;1.8;2.8;2.75;0.067;0.0346;1.599883072;1.7094;481417156296.705;48.28395944;12.9;55.0;;;2.0;;2.5;0.55;0.74;0.58;0.69;>100000 to < 1000000 tonnes;100000.0;1000000.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0.462881680826101;0.408206869521462;1.0;;;0.5;0.550187566997524;0.56889394973435;True;0.5;0.0;0.0;0;1620.0;;1.0;1750.0;low ;0.555;40020.0;low ;0.534;0.401807375403769;0.0375778626587921;0.0388092218588599;0.00992939131100841;0.406357591899098;;;P_score_freshwater_pred_Dashboard;1.0;0.623696183449187;M_score_exp_UBA;0.5;M_score_pred_Dashboard;0.56889394973435;0.539693838910625;kemi_score;0.74;0.75425058815645;1.0;0.5;0.5;0.580176686501274;1.0;0.472754350106378;1.0;0.597139218793453;1.0;0.481667145313653;0.75;0.523718485804904;1.0;0.0;vPvM;PM;PM;2;Alkyl Halide, Halogen;['Chlorinated alkane']
246;Chromate(2-), [2,4-dihydro-4-[(2-hydroxy-4-nitrophenyl)azo]-5-methyl-3H-pyrazol-3-onato(2-)][3-[[4,5-dihydro-3-methyl-1-(4-methylphenyl)-5-oxo-1H-pyrazol-4-yl]azo]-4-hydroxy-5-nitrobenzenesulfonato(3-)]-, disodium;75199-08-5;278-113-1;;CC1=CC=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=C(C(=CC(=C3)S(=O)(=O)O)[N+](=O)[O-])O;DTXSID20904930;136192459.0;PRO-247;;REACH-B;False;vPvM;HQ;vPvM;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;;;;False;False;False;True;False;True;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;True;False;False;;789.54;;3.18;;9.48;;0.211;3.969881644;;29.6659522703688;;4.68;6950.0;;;;-1.5;;;;0.05;0.15;>1 to < 10 tonnes;1.0;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99970370485372;;0.230749318152645;;;;;0.203361161232361;False;0.0;0.0;0.0;0;168.2;low ;0.189;393.4;low ;0.202;1350.0;low ;0.506;;0.0694716132713189;0.097455160610321;0.0418732142686965;0.0526995410284045;;;P_score_freshwater_pred_UBA;0.99970370485372;0.615226511503182;;;M_score_pred_Dashboard;0.203361161232361;0.203361161232361;E_score_max;0.15;0.450889017727585;1.0;;;0.35371341195977;1.0;0.0526995410284045;0.5;0.220452679846586;0.75;0.0526995410284045;0.25;0.187515265570035;0.75;1.0;PM;;PM;1;Ar N, Ar Nh, Ar Oh, Nh0, Nh1, Nhpyrrole, Aryl Methyl, Azo, Benzene, Nitro, Nitro Arom, Phenol, Phenol Noorthohbond;['Alkylphenols', 'Aromatic amines', 'Phenols', 'Nitrobenzene derivatives', 'PAHs']
247;cis1,2-Dichloroethylene;156-59-2;205-859-7;KFUSEUYYWQURPO-UPHRSURJSA-N;C(=CCl)Cl;DTXSID2024030;643833.0;PRO-248;NS00079283;;False;;;;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;"solvent; solvent; solvents";;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;96.94;1.86;1.88;2.56;2.7;0.0493;0.0312;1.740362689;1.7354;6063.24248803609;31.26359992;10.2;;;;;;43.5236177926915;0.55;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.247048999451298;0.999625863290749;;;;0.545723586830496;0.544870676610771;False;0.0;0.0;0.0;0;4250.0;low ;0.0;1710.0;;1.0;36800.0;;1.0;0.162638628369265;0.0379427282875813;0.0258718104506358;0.0102939888891744;0.177426671137922;;;P_score_freshwater_pred_Dashboard;0.999625863290749;0.623337431371024;;;M_score_pred_Episuite;0.545723586830496;0.545297131720634;;;0.738592859160958;1.0;;;0.583012961623261;1.0;0.312385449606503;1.0;0.480339111862805;1.0;0.312385449606503;0.5;0.426760783276886;1.0;0.0;vPvM;;PM;1;Halogen;['Other']
248;cis-2-(2,4-dichlorophenyl)-2-(1H-1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-ylmethyl methanesulphonate;67914-86-7;267-749-5;QIMASXGTWQEFGS-UHFFFAOYSA-N;CS(=O)(=O)OCC1COC(Cn2cncn2)(O1)c1ccc(Cl)cc1Cl;DTXSID90987295;3114841.0;PRO-249;NS00056349;REACH-B;False;vPvM;HQ;vPvM;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;P-PNEC pred;408.25;;1.87;;10.8;;5.61e-05;1.800029359;1.8909;4105.16000827419;213.2907904;5.5;1028.0;;;;1.0;3.861097628;0.52;0.24;0.0;0.0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.992284402457516;0.897356692490547;0.999271508384264;;;;0.518896584818547;0.534596898215277;False;0.0;0.0;0.0;0;125.1;low ;0.196;488.599999999999;low ;0.277;701.0;low ;0.234;0.357389908811688;0.0636283423293301;0.109363682111657;0.0549030808389978;0.396019798956664;;;P_score_freshwater_pred_Dashboard;0.999271508384264;0.962970867777442;;;M_score_pred_Dashboard;0.534596898215277;0.526746741516912;kemi_score;0.24;0.730894964312334;1.0;;;0.712209075186129;1.0;0.453795433491199;1.0;0.575913879991314;1.0;0.453795433491199;0.5;0.56850437642155;1.0;0.0;vPvM;;vPvM;;Ar N, Nh0, Benzene, Ether, Halogen;['Aromatic amines', 'Chlorobenzenes', 'Ethylene Glycols', 'PBB', 'PBDE', 'PCB', 'PhenylEthers']
249;Climbazole;38083-17-9;253-775-4;OWEGWHBOCFMBLP-UHFFFAOYSA-N;CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1;DTXSID6046555;37907.0;PRO-250;NS00008150;REACH-A;True;PMT;MQ;Not PMT/vPvM;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;"Personal care -> child specific -> baby shampoo; Personal care -> foot care; Personal care -> hair styling and care; Personal care -> hair styling and care -> shampoo - dandruff; antidandruff; antidandruff agent; antimicrobial; biocide; cleaning agent, humectant; cosmetic biocide; preservative; preservative";;;True;False;True;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;PNEC aqua (freshwater);292.76;;3.46;;9.46;;0.000435;3.068185862;3.6548;134.289779684935;98.00863724;110.0;95.0;;;3.8;;0.52;0.24;0.59;0.12;0.24;>10 to < 100 tonnes;10.0;100.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.68688056026913;0.698228451993929;0.798553329358552;;;0.223104613204262;0.241033821424569;0.322914490499187;False;0.0;0.0;0.0;0;52.6999999999999;low ;0.255;352.3;low ;0.249;446.5;low ;0.251;0.570525783918651;0.0726341707337302;0.151638091961456;0.0660000143616881;0.602682300636986;;;P_score_freshwater_pred_Dashboard;0.798553329358552;0.727887447207203;M_score_exp_UBA;0.223104613204262;M_score_pred_Dashboard;0.322914490499187;0.262350975042673;kemi_score;0.59;0.507803546153674;1.0;0.223104613204262;0.5;0.436991969601424;1.0;0.380320591281719;1.0;0.439463473940803;1.0;0.318372887661037;0.75;0.407672717095683;1.0;1.0;PM;;PM;;Ar N, C O, C O Nocoo, Nh0, Benzene, Ether, Halogen, Imidazole, Ketone, Ketone Topliss;['Benzimidazole', 'Aromatic amines', 'Chlorobenzenes', 'Ethylene Glycols', 'Benzophenones', 'Imidazoles', 'PBB', 'PBDE', 'PhenylEthers', 'Pyrimidines']
250;Cyanoguanidine;461-58-5;207-312-8;QGBSISYHAICWAH-UHFFFAOYSA-N;C(#N)N=C(N)N;DTXSID1020354;10005.0;PRO-251;NS00003801;REACH-A;True;vPvM;HQ;vPvM;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;;"Adhesives and sealant chemicals; Agricultural chemicals (non-pesticidal); Bleaching agent; Catalyst; Dye; Hardener; Intermediate; Intermediates; Not Known or Reasonably Ascertainable; Other (specify); Paint additives and coating additives not described by other categories; Plasticizers; Process regulators; Processing aids, not otherwise listed; Viscosity adjustors";"Adhesives and sealant chemicals; Hardener; Intermediate; Intermediates; Not Known or Reasonably Ascertainable; Other (specify); Paint additives and coating additives not described by other categories";True;True;True;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;False;False;False;False;True;False;False;P-PNEC pred;84.082;-1.15;-1.31;;6.24;0.491;1.3;0.820201459;-1.9566;58.5569625918923;15.11624969;3.09;2500.0;;;1.1;;38.35784;0.94;0.78;0.39;0.49;>10000 to < 100000 tonnes;10000.0;100000.0;1;1;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;0;0;0.99830091815794;0.0865356200020929;0.489597175430576;;;0.651089679754133;0.939488726602932;0.693763624763914;False;0.0;0.0;0.0;0;11630.0;low ;0.217;4260.0;low ;0.273;41580.0;low ;0.569;0.170250333710202;0.0258460995242657;0.016863777428094;0.00976744903880941;0.181279682572083;;;P_score_freshwater_pred_UBA;0.99830091815794;0.524811237863536;M_score_exp_UBA;0.651089679754133;M_score_pred_Episuite;0.939488726602932;0.761447343706993;kemi_score;0.78;0.96844847997544;1.0;0.651089679754133;0.5;0.632151977786013;1.0;0.412798863392037;1.0;0.632277179556251;1.0;0.48051387478426;0.75;0.510834237224851;1.0;2.0;vPvM;PM;PM;4;Imine, Nh0, Nh2, Guanido, Nitrile;['Other']
251;Cyanuric acid;108-80-5;203-618-0;ZFSLODLOARCGLH-UHFFFAOYSA-N;C1(=O)NC(=O)NC(=O)N1;DTXSID7024873;7956.0;PRO-252;NS00009566;REACH-A;True;vPvM & PMT;HQ;vPvM & PMT;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;"Landscape/yard -> pool chemicals; Landscape/yard -> pool chemicals -> chlorine and bromine; Landscape/yard -> pool chemicals -> pH control; Personal care -> hair styling and care -> hair conditioner; flame retardant; flame retardants";"Intermediate; Intermediates; Not Known or Reasonably Ascertainable; Other (specify); Process regulators; Stabilizing agent; UV stabilizer";"Bleaching agent; Intermediate; Not Known or Reasonably Ascertainable; Other (specify); Processing aids, not otherwise listed; Stabilizing agent; UV stabilizer";True;True;True;False;False;False;True;False;False;False;True;True;True;True;False;True;True;False;False;False;False;False;True;False;False;P-PNEC pred;129.075;;-0.72;;7.89;0.0155;0.362;1.57054294;1.9832;478.18610608926;18.27238639;0.501;;;;1.7;;92.99201;;0.72;0.52;0.65;>10000 to < 100000 tonnes;10000.0;100000.0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;;0.115829608666223;0.972032779720889;;;0.551799518660109;0.50291118526129;0.573874530038002;False;0.0;0.0;0.0;0;13720.0;low ;0.552;13800.0;;1.0;20310.0;low ;0.424;0.122555938948751;0.0156751535862964;0.0157141602257887;0.0132854685235584;0.133794428662875;;;P_score_freshwater_pred_Dashboard;0.972032779720889;0.543931194193556;M_score_exp_UBA;0.551799518660109;M_score_pred_Dashboard;0.573874530038002;0.542861744653134;kemi_score;0.72;0.746876733232371;1.0;0.551799518660109;0.5;0.543396206327553;1.0;0.133794428662875;0.5;0.42102895429042;0.75;0.271712534373331;0.5;0.34058361004809;0.75;0.0;vPvM;PM;PM;2;Ar N, Ar Nh, Nh1, Nhpyrrole;['Aromatic amines']
252;Cyclohexene;110-83-8;203-807-8;HGCIXCUEYOPUTN-UHFFFAOYSA-N;C1CCC=CC1;DTXSID9038717;8079.0;PRO-253;NS00008978;REACH-B;False;vPvM;MQ;vPvM;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;;True;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;P-PNEC pred;82.146;2.86;2.88;2.83;2.93;0.00258;0.00264;1.949877704;2.4818;1652.42634686448;14.92577985;12.9;19.0;;;2.0;;11.82448;0.42;0.47;0.0;0.0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.122843247855527;0.084837379236171;0.99655764244032;;;0.5;0.417277817821318;0.508684658513373;False;0.0;0.0;0.0;0;2570.0;low ;0.7;702.9;;1.0;1590.0;;1.0;0.254874375107347;0.0548421162235954;0.0319864681493527;0.0391131803747419;0.282079117207269;;;P_score_freshwater_pred_Dashboard;0.99655764244032;0.401412756510673;M_score_exp_UBA;0.5;M_score_pred_Dashboard;0.508684658513373;0.475320825444897;kemi_score;0.47;0.711992685379313;1.0;0.5;0.5;0.436806413378701;1.0;0.344199403292703;1.0;0.49504288446187;1.0;0.389819365425524;0.75;0.387747993984978;1.0;0.0;vPvM;PM;PM;1;Allylic Oxid;['Other']
